,year,caseID,gender,socialClassSelf,interestElections,wealthPrcnt,partyID,yrsEdu,voteHouseParty,approveOfConservatives,approveOfLiberals,approveOfBusiness,approveOfUnions,approveOfCongress,approveOfMiddleClass,approveOfIllegalAliens,votedForCong,isRepublican,isDemocrat
52556,2012,3742,M,5,1,75,-1,14,,,,,,,,,0,0,1
52557,2012,3743,M,5,1,75,0,14,1,78,10,65,56,43,85,21,1,0,0
52558,2012,3744,M,2,1,75,-1,14,,60,52,55,45,60,85,15,0,0,1
52559,2012,3745,M,4,2,8,1,14,1,70,5,65,25,0,90,30,1,1,0
52560,2012,3746,F,2,1,50,-2,14,0,,,,,,,70,1,0,1
52561,2012,3747,F,3,1,8,-2,16,0,50,70,60,75,70,80,35,1,0,1
52562,2012,3748,M,5,2,8,2,12,1,50,60,50,48,60,50,50,1,1,0
52563,2012,3749,F,5,1,28,-3,12,0,0,97,70,75,0,97,97,1,0,1
52564,2012,3750,M,5,1,50,-1,16,,40,70,40,60,30,60,50,0,0,1
52565,2012,3751,M,5,2,75,-3,16,0,30,85,30,70,15,97,85,1,0,1
52566,2012,3752,F,6,1,75,1,16,1,50,60,60,40,40,70,30,1,1,0
52567,2012,3753,F,5,2,28,3,14,1,85,0,50,0,40,70,40,1,1,0
52568,2012,3754,M,5,2,50,-3,16,0,60,70,70,70,60,70,70,1,0,1
52569,2012,3755,F,5,2,75,-2,16,,34,60,3,40,30,85,50,0,0,1
52570,2012,3756,M,5,2,50,-1,12,,10,75,10,80,15,80,50,0,0,1
52571,2012,3757,M,5,2,75,3,16,,75,0,50,25,40,70,15,0,1,0
52572,2012,3758,M,5,2,50,3,16,1,60,0,60,15,30,85,40,1,1,0
52573,2012,3759,F,2,2,75,0,14,0,15,85,30,70,0,85,30,1,0,0
52574,2012,3760,F,,2,75,0,14,,50,,50,,50,,,0,0,0
52575,2012,3761,M,5,2,75,-3,14,0,30,90,25,80,65,85,60,1,0,1
52576,2012,3762,F,1,2,8,-3,16,0,0,60,0,40,0,50,50,1,0,1
52577,2012,3763,F,5,2,75,1,16,1,60,40,60,50,30,85,40,1,1,0
52578,2012,3764,F,5,1,8,-2,16,,40,80,50,30,50,80,70,0,0,1
52579,2012,3765,F,2,2,50,-2,16,0,50,40,30,60,60,75,40,1,0,1
52580,2012,3766,M,5,1,8,-2,12,0,50,50,50,75,50,85,15,1,0,1
52581,2012,3767,F,5,1,8,-3,12,0,40,50,50,97,40,85,85,1,0,1
52582,2012,3768,M,3,2,28,-3,14,0,30,85,30,85,40,85,30,1,0,1
52583,2012,3769,M,1,1,8,-3,12,0,35,80,25,85,30,97,70,1,0,1
52584,2012,3770,M,1,1,50,-2,12,,,,,,,,,0,0,1
52585,2012,3771,F,5,1,50,0,12,0,50,50,60,0,50,97,15,1,0,0
52586,2012,3772,M,5,2,75,-2,14,,,,,,,,,0,0,1
52587,2012,3773,M,5,2,75,-2,16,0,40,55,30,65,25,85,70,1,0,1
52588,2012,3774,F,6,2,98,3,16,1,97,10,97,6,40,97,30,1,1,0
52589,2012,3775,M,5,2,75,0,16,0,50,50,40,40,30,85,15,1,0,0
52590,2012,3776,F,1,1,28,3,12,1,97,0,60,50,60,95,50,1,1,0
52591,2012,3777,M,2,2,50,0,12,,30,55,50,55,55,55,90,0,0,0
52592,2012,3778,M,2,2,50,0,12,1,65,10,40,55,15,75,20,1,0,0
52593,2012,3779,F,5,1,75,-2,16,,55,60,60,85,80,80,15,0,0,1
52594,2012,3780,M,5,2,,0,16,,85,15,70,40,40,70,50,0,0,0
52595,2012,3781,F,5,2,28,3,14,,67,0,0,0,0,59,19,0,1,0
52596,2012,3782,M,2,1,50,0,16,,40,50,40,25,10,50,45,0,0,0
52597,2012,3783,F,5,2,98,-2,16,0,20,80,0,30,30,50,60,1,0,1
52598,2012,3784,F,5,2,75,-1,12,0,50,50,60,40,70,70,50,1,0,1
52599,2012,3785,F,4,2,28,-2,10,1,85,70,70,60,40,97,60,1,0,1
52600,2012,3786,M,5,2,75,-3,14,0,30,75,40,75,15,90,40,1,0,1
52601,2012,3787,F,5,1,8,-1,16,0,50,40,70,30,30,85,15,1,0,1
52602,2012,3788,F,2,1,8,-2,12,,60,70,85,50,85,85,40,0,0,1
52603,2012,3789,M,5,2,50,-2,12,0,60,50,40,70,50,60,70,1,0,1
52604,2012,3790,F,,1,,0,16,,50,50,50,85,60,85,50,0,0,0
52605,2012,3791,F,5,2,8,3,14,1,95,10,75,60,15,95,20,1,1,0
52606,2012,3792,M,2,2,50,-3,16,0,45,85,45,35,45,85,65,1,0,1
52607,2012,3793,M,1,2,28,0,16,0,60,40,30,30,40,70,0,1,0,0
52608,2012,3794,M,1,1,8,-3,12,0,50,60,50,60,40,70,60,1,0,1
52609,2012,3795,F,2,2,75,3,12,1,85,0,85,0,60,70,70,1,1,0
52610,2012,3796,F,1,2,28,3,14,1,97,0,97,30,40,70,15,1,1,0
52611,2012,3797,M,5,1,50,3,12,1,60,15,40,40,40,70,60,1,1,0
52612,2012,3798,M,5,2,75,3,14,1,80,0,90,60,0,90,85,1,1,0
52613,2012,3799,F,2,1,50,3,12,1,80,5,50,65,50,60,0,1,1,0
52614,2012,3800,M,4,2,50,1,14,0,90,30,75,25,35,85,15,1,1,0
52615,2012,3801,F,5,1,8,-2,16,0,55,70,40,65,45,75,70,1,0,1
52616,2012,3802,M,5,2,75,2,16,0,75,15,65,50,25,70,30,1,1,0
52617,2012,3803,M,5,2,98,1,16,1,40,40,15,40,1,60,8,1,1,0
52618,2012,3804,F,3,2,50,-1,14,,50,50,50,50,50,70,40,0,0,1
52619,2012,3805,M,5,2,75,0,16,1,20,30,50,40,10,70,40,1,0,0
52620,2012,3806,F,2,1,28,1,10,,50,50,50,50,30,50,30,0,1,0
52621,2012,3807,F,5,2,28,3,12,1,85,15,50,40,60,85,40,1,1,0
52622,2012,3808,F,1,2,50,-3,14,0,60,60,55,80,70,85,50,1,0,1
52623,2012,3809,M,4,2,50,3,16,0,95,0,75,0,25,80,0,1,1,0
52624,2012,3810,F,5,2,75,-3,12,,0,97,0,97,60,97,15,0,0,1
52625,2012,3811,F,2,1,50,-2,14,,15,40,30,30,60,70,15,0,0,1
52626,2012,3812,M,2,2,50,-1,14,,30,60,20,75,50,72,60,0,0,1
52627,2012,3813,M,2,2,50,-3,12,0,5,90,25,75,5,70,50,1,0,1
52628,2012,3814,M,5,2,50,3,12,1,70,15,70,15,15,70,15,1,1,0
52629,2012,3815,M,5,2,98,1,16,1,85,0,70,0,0,60,40,1,1,0
52630,2012,3816,F,2,2,28,2,14,,70,50,60,50,50,70,15,0,1,0
52631,2012,3817,M,6,2,75,-3,16,0,33,65,25,33,33,65,75,1,0,1
52632,2012,3818,M,4,2,28,0,12,0,70,35,0,40,10,90,40,1,0,0
52633,2012,3819,F,5,1,50,-2,16,0,40,70,0,50,35,70,70,1,0,1
52634,2012,3820,F,5,1,50,-3,16,0,15,60,0,60,15,60,50,1,0,1
52635,2012,3821,M,1,1,28,-3,14,,85,50,60,60,85,70,30,0,0,1
52636,2012,3822,M,5,1,28,2,12,1,50,50,60,60,70,70,70,1,1,0
52637,2012,3823,M,2,1,50,2,12,,50,50,70,0,0,85,0,0,1,0
52638,2012,3824,M,5,2,50,3,14,1,85,15,85,15,40,65,30,1,1,0
52639,2012,3825,M,5,2,75,2,14,1,50,50,50,15,40,50,50,1,1,0
52640,2012,3826,M,5,2,98,0,14,,60,35,60,40,35,97,30,0,0,0
52641,2012,3827,M,1,1,50,0,14,0,48,55,45,35,45,75,50,1,0,0
52642,2012,3828,F,5,1,8,-2,14,0,50,55,10,70,45,60,50,1,0,1
52643,2012,3829,F,5,2,50,2,12,1,,,,,,,,1,1,0
52644,2012,3830,F,2,2,28,3,14,1,60,15,50,50,50,50,50,1,1,0
52645,2012,3831,F,4,1,8,-3,14,0,70,70,85,70,85,70,70,1,0,1
52646,2012,3832,F,1,1,50,0,14,,50,50,50,50,50,85,50,0,0,0
52647,2012,3833,F,5,1,50,-3,12,0,40,70,60,60,50,60,50,1,0,1
52648,2012,3834,M,5,2,75,1,14,1,60,0,0,0,0,50,50,1,1,0
52649,2012,3835,M,5,2,75,1,16,1,80,0,50,30,50,50,35,1,1,0
52650,2012,3836,M,1,1,8,3,10,1,50,50,50,50,50,50,50,1,1,0
52651,2012,3837,M,5,1,50,0,16,0,90,40,60,15,10,70,30,1,0,0
52652,2012,3838,M,5,1,75,2,16,1,40,0,50,0,0,97,0,1,1,0
52653,2012,3839,F,5,2,75,-3,16,,50,70,15,70,0,97,50,0,0,1
52654,2012,3840,F,5,2,75,2,14,,,,,,,,,0,1,0
52655,2012,3841,M,4,2,8,-1,16,0,33,66,22,77,33,77,50,1,0,1
52656,2012,3842,F,5,1,50,3,12,1,85,50,50,30,30,70,0,1,1,0
52657,2012,3843,M,5,2,98,3,16,1,85,0,85,0,50,85,0,1,1,0
52658,2012,3844,F,2,2,50,-3,12,0,30,70,50,70,40,70,50,1,0,1
52659,2012,3845,M,2,1,8,-3,16,0,35,85,45,75,50,85,85,1,0,1
52660,2012,3846,F,5,1,50,3,16,1,97,0,70,40,30,85,15,1,1,0
52661,2012,3847,F,5,1,,-1,14,,40,60,25,60,30,60,15,0,0,1
52662,2012,3848,F,1,1,8,-2,14,,0,0,0,0,0,0,50,0,0,1
52663,2012,3849,M,1,2,75,1,12,1,15,50,50,0,0,50,10,1,1,0
52664,2012,3850,M,4,2,50,-2,12,,60,50,60,60,0,70,30,0,0,1
52665,2012,3851,M,5,2,75,-3,16,0,10,80,50,65,30,85,44,1,0,1
52666,2012,3852,M,5,2,98,-2,16,0,30,70,50,60,15,70,60,1,0,1
52667,2012,3853,M,4,1,75,0,12,1,80,0,97,70,5,70,70,1,0,0
52668,2012,3854,M,5,2,50,-2,12,1,60,60,40,60,15,85,50,1,0,1
52669,2012,3855,M,2,2,75,2,12,1,50,0,50,0,0,70,0,1,1,0
52670,2012,3856,F,1,1,50,0,14,,70,15,30,0,15,85,0,0,0,0
52671,2012,3857,M,4,1,75,3,16,,75,20,65,1,60,50,30,0,1,0
52672,2012,3858,M,4,1,8,2,16,,75,25,70,20,10,50,0,0,1,0
52673,2012,3859,M,5,2,75,-1,16,,,,,,,,,0,0,1
52674,2012,3860,F,5,2,98,2,16,1,89,45,26,22,21,89,38,1,1,0
52675,2012,3861,F,1,2,50,1,16,1,97,0,60,15,40,70,30,1,1,0
52676,2012,3862,M,5,1,98,-1,14,0,15,60,15,60,25,50,5,1,0,1
52677,2012,3863,M,5,1,75,-3,16,,40,50,0,50,0,85,85,0,0,1
52678,2012,3864,F,5,2,50,2,14,1,70,30,97,15,15,85,30,1,1,0
52679,2012,3865,F,1,1,28,-3,12,,50,50,50,50,50,50,0,0,0,1
52680,2012,3866,M,5,2,75,1,16,1,85,15,50,40,15,90,40,1,1,0
52681,2012,3867,F,1,2,28,2,14,,50,50,50,50,50,75,60,0,1,0
52682,2012,3868,F,1,1,8,-3,16,,50,50,0,40,50,85,50,0,0,1
52683,2012,3869,F,2,2,75,3,14,1,85,50,85,50,40,97,0,1,1,0
52684,2012,3870,F,5,2,75,-3,14,,,,,,,,,0,0,1
52685,2012,3871,F,2,2,75,-3,16,0,0,50,0,97,50,50,97,1,0,1
52686,2012,3872,M,2,2,75,3,12,1,70,0,60,0,0,75,52,1,1,0
52687,2012,3873,M,1,1,75,1,16,1,60,50,15,30,30,60,40,1,1,0
52688,2012,3874,M,2,2,75,2,12,1,70,0,30,0,60,97,15,1,1,0
52689,2012,3875,M,6,2,75,2,16,1,60,20,50,30,40,85,30,1,1,0
52690,2012,3876,M,5,1,75,-2,16,0,30,70,30,40,15,85,40,1,0,1
52691,2012,3877,M,5,2,75,-3,14,0,15,40,60,40,30,85,50,1,0,1
52692,2012,3878,F,2,2,,1,16,1,40,40,60,15,40,85,50,1,1,0
52693,2012,3879,M,5,2,50,3,12,1,85,0,60,40,60,85,15,1,1,0
52694,2012,3880,F,5,1,50,2,14,0,95,35,60,30,80,97,10,1,1,0
52695,2012,3881,M,5,1,50,2,14,1,50,60,50,50,15,70,50,1,1,0
52696,2012,3882,F,5,2,75,-1,16,0,40,85,30,70,15,97,85,1,0,1
52697,2012,3883,F,5,1,50,-3,12,0,50,60,50,85,50,85,75,1,0,1
52698,2012,3884,F,5,1,75,1,16,1,60,15,70,0,15,50,15,1,1,0
52699,2012,3885,F,4,2,50,1,14,1,97,0,70,0,15,85,0,1,1,0
52700,2012,3886,M,2,2,28,1,16,1,60,15,50,0,30,70,50,1,1,0
52701,2012,3887,F,5,2,50,1,16,1,75,0,40,0,10,50,0,1,1,0
52702,2012,3888,F,2,1,8,0,16,1,50,45,60,50,20,60,50,1,0,0
52703,2012,3889,M,5,1,75,2,14,,85,15,30,15,0,70,15,0,1,0
52704,2012,3890,F,5,1,98,-3,16,0,10,80,25,25,50,97,15,1,0,1
52705,2012,3891,F,1,2,50,1,14,,,,,,,,,0,1,0
52706,2012,3892,M,5,1,98,2,16,,70,15,60,30,30,85,50,0,1,0
52707,2012,3893,M,5,1,75,-3,16,0,60,70,40,75,40,85,65,1,0,1
52708,2012,3894,F,4,1,8,-2,14,0,60,50,50,50,70,97,60,1,0,1
52709,2012,3895,M,5,2,75,3,16,1,97,0,85,0,85,60,0,1,1,0
52710,2012,3896,M,2,2,28,1,12,1,0,50,0,0,0,97,0,1,1,0
52711,2012,3897,M,2,1,98,2,14,1,45,50,60,30,65,95,0,1,1,0
52712,2012,3898,F,5,2,75,3,16,1,75,0,30,20,70,95,0,1,1,0
52713,2012,3899,M,1,2,8,0,16,,15,50,25,40,35,60,40,0,0,0
52714,2012,3900,F,5,1,50,-1,16,0,40,85,50,80,50,80,85,1,0,1
52715,2012,3901,M,2,1,50,3,12,1,50,60,40,15,15,85,0,1,1,0
52716,2012,3902,F,1,2,50,0,12,,50,50,50,50,50,50,50,0,0,0
52717,2012,3903,F,5,2,28,3,16,1,85,30,60,30,30,97,60,1,1,0
52718,2012,3904,F,2,1,98,1,12,,50,40,60,50,40,70,0,0,1,0
52719,2012,3905,M,5,2,98,-2,16,,25,60,55,50,40,65,60,0,0,1
52720,2012,3906,F,5,2,50,3,12,1,75,2,40,23,10,85,0,1,1,0
52721,2012,3907,M,2,2,50,-3,,0,0,85,60,70,15,70,70,1,0,1
52722,2012,3908,F,5,2,28,3,16,,85,40,60,40,50,70,60,0,1,0
52723,2012,3909,F,5,2,28,-1,16,,40,70,40,50,50,85,15,0,0,1
52724,2012,3910,M,5,1,8,-3,12,,97,0,0,0,0,97,0,0,0,1
52725,2012,3911,M,5,2,75,3,16,1,85,0,70,40,15,70,15,1,1,0
52726,2012,3912,F,5,2,50,1,16,1,60,15,70,15,30,70,0,1,1,0
52727,2012,3913,M,5,2,98,-3,16,0,5,80,10,70,30,70,50,1,0,1
52728,2012,3914,M,5,2,75,1,16,1,85,20,90,5,0,97,20,1,1,0
52729,2012,3915,F,2,2,50,3,12,1,85,0,60,0,0,97,30,1,1,0
52730,2012,3916,F,2,1,,-3,14,0,15,85,30,75,15,85,30,1,0,1
52731,2012,3917,F,5,2,50,2,14,1,90,10,60,0,10,85,50,1,1,0
52732,2012,3918,M,4,1,8,3,12,1,60,40,40,25,60,90,0,1,1,0
52733,2012,3919,F,5,2,28,-2,,1,50,50,30,50,40,97,0,1,0,1
52734,2012,3920,M,6,2,98,-3,16,0,10,70,45,40,10,50,50,1,0,1
52735,2012,3921,F,4,2,,-3,12,0,85,97,97,97,85,97,85,1,0,1
52736,2012,3922,M,5,1,50,1,16,1,50,40,50,50,30,60,60,1,1,0
52737,2012,3923,F,5,2,50,-3,14,0,0,60,30,60,0,95,50,1,0,1
52738,2012,3924,M,1,1,50,1,12,1,55,20,50,35,50,75,30,1,1,0
52739,2012,3925,M,2,1,28,2,14,,,,,,,,,0,1,0
52740,2012,3926,M,2,2,50,2,14,1,60,40,60,50,50,85,40,1,1,0
52741,2012,3927,M,5,1,75,3,14,,,,,,,,,0,1,0
52742,2012,3928,F,2,1,28,-2,14,,49,80,49,75,60,85,85,0,0,1
52743,2012,3929,F,5,2,8,3,12,,97,60,97,10,60,60,50,0,1,0
52744,2012,3930,F,2,2,50,1,14,1,50,70,11,32,1,97,1,1,1,0
52745,2012,3931,M,5,2,75,3,16,1,75,30,90,15,40,70,0,1,1,0
52746,2012,3932,F,5,2,50,-3,16,0,30,85,40,70,30,70,59,1,0,1
52747,2012,3933,M,2,2,28,-3,16,0,60,55,53,51,55,65,64,1,0,1
52748,2012,3934,F,4,2,98,2,,,97,40,70,85,97,97,15,0,1,0
52749,2012,3935,F,5,1,8,-2,12,1,60,40,70,40,60,70,30,1,0,1
52750,2012,3936,F,5,2,75,-3,16,0,15,97,40,70,40,85,70,1,0,1
52751,2012,3937,F,2,2,50,-1,14,0,30,70,50,50,30,90,,1,0,1
52752,2012,3938,M,6,2,98,3,14,1,70,15,70,15,40,60,15,1,1,0
52753,2012,3939,M,5,2,28,-2,14,0,50,50,50,50,40,50,0,1,0,1
52754,2012,3940,F,5,1,28,2,12,,60,40,30,40,50,97,30,0,1,0
52755,2012,3941,F,5,2,50,2,14,1,95,15,85,0,30,70,15,1,1,0
52756,2012,3942,M,4,2,8,-3,12,0,97,97,97,97,97,97,97,1,0,1
52757,2012,3943,F,5,2,75,-3,14,,60,70,85,85,70,97,70,0,0,1
52758,2012,3944,M,2,2,28,-3,14,0,0,85,40,97,40,70,50,1,0,1
52759,2012,3945,F,5,1,50,0,16,,20,50,0,40,0,50,50,0,0,0
52760,2012,3946,M,5,1,75,1,16,1,90,0,80,5,0,97,40,1,1,0
52761,2012,3947,M,3,2,75,1,14,1,85,0,70,15,30,70,60,1,1,0
52762,2012,3948,M,5,2,75,3,14,1,97,0,50,0,35,90,60,1,1,0
52763,2012,3949,M,5,2,75,3,16,1,90,20,90,0,15,97,20,1,1,0
52764,2012,3950,F,5,1,50,0,12,,50,50,15,50,0,60,85,0,0,0
52765,2012,3951,M,5,1,50,-3,12,0,50,50,55,80,30,80,30,1,0,1
52766,2012,3952,M,2,2,8,3,14,1,90,15,40,0,15,70,,1,1,0
52767,2012,3953,M,4,2,50,2,12,,,,,,,,,0,1,0
52768,2012,3954,F,5,2,75,0,16,0,40,50,40,50,40,50,50,1,0,0
52769,2012,3955,M,5,2,75,-3,14,0,15,95,50,85,60,95,50,1,0,1
52770,2012,3956,F,5,2,50,3,14,1,70,0,60,0,45,90,60,1,1,0
52771,2012,3957,F,5,2,75,-3,12,0,30,70,60,50,0,85,50,1,0,1
52772,2012,3958,F,1,2,50,1,12,,97,15,85,60,50,70,0,0,1,0
52773,2012,3959,F,2,1,75,2,14,,50,40,50,40,3,85,0,0,1,0
52774,2012,3960,M,4,2,75,-2,16,0,15,70,40,50,0,70,50,1,0,1
52775,2012,3961,F,1,2,28,0,12,,50,50,70,60,60,50,30,0,0,0
52776,2012,3962,M,2,2,75,1,16,1,75,35,75,97,95,97,10,1,1,0
52777,2012,3963,F,4,2,28,3,12,1,85,30,60,15,60,85,0,1,1,0
52778,2012,3964,F,5,1,75,2,16,1,50,60,70,40,60,80,40,1,1,0
52779,2012,3965,M,5,2,75,2,16,,,,,,,,,0,1,0
52780,2012,3966,F,4,2,,1,,1,85,50,80,0,15,85,40,1,1,0
52781,2012,3967,F,4,2,75,2,,,,,,,,,,0,1,0
52782,2012,3968,M,2,2,50,-2,14,0,0,65,40,90,35,90,50,1,0,1
52783,2012,3969,M,2,1,75,0,12,0,50,25,15,75,0,80,0,1,0,0
52784,2012,3970,M,1,2,50,1,14,1,60,30,35,55,10,85,40,1,1,0
52785,2012,3971,M,2,1,75,2,14,1,70,55,40,85,55,85,60,1,1,0
52786,2012,3972,M,5,2,75,3,16,,90,15,40,15,15,50,0,0,1,0
52787,2012,3973,M,5,1,75,-1,14,0,40,70,60,70,70,80,85,1,0,1
52788,2012,3974,M,2,2,50,3,14,,50,50,50,50,50,50,15,0,1,0
52789,2012,3975,F,5,2,75,2,14,,,,,,,,,0,1,0
52790,2012,3976,M,1,1,50,3,14,1,89,10,75,10,25,90,50,1,1,0
52791,2012,3977,M,4,2,75,-1,14,0,50,55,65,40,40,85,40,1,0,1
52792,2012,3978,F,2,2,75,-3,16,0,15,70,30,97,40,97,85,1,0,1
52793,2012,3979,F,4,2,50,2,14,1,40,40,70,30,50,60,40,1,1,0
52794,2012,3980,F,5,2,75,-3,14,0,85,60,40,70,60,85,0,1,0,1
52795,2012,3981,F,5,1,50,-3,16,0,60,70,50,70,60,70,40,1,0,1
52796,2012,3982,F,2,1,28,-2,14,0,50,50,70,60,50,80,70,1,0,1
52797,2012,3983,F,5,1,98,-3,16,0,40,85,40,70,60,85,45,1,0,1
52798,2012,3984,M,5,2,75,-3,14,,30,97,10,97,20,97,70,0,0,1
52799,2012,3985,M,5,1,28,1,16,0,2,44,1,2,0,88,42,1,1,0
52800,2012,3986,M,2,1,50,2,14,,70,15,30,30,15,70,30,0,1,0
52801,2012,3987,F,1,2,28,-3,12,0,70,50,60,50,70,97,30,1,0,1
52802,2012,3988,M,2,2,50,-3,16,0,70,65,50,75,40,97,80,1,0,1
52803,2012,3989,F,1,2,50,0,14,0,85,40,79,85,68,88,75,1,0,0
52804,2012,3990,F,1,1,50,-1,14,0,50,50,51,51,40,50,25,1,0,1
52805,2012,3991,F,5,2,28,3,14,1,97,0,70,0,30,60,15,1,1,0
52806,2012,3992,M,4,1,8,0,14,1,50,10,50,5,10,10,20,1,0,0
52807,2012,3993,M,5,2,98,2,12,,70,30,40,50,40,50,3,0,1,0
52808,2012,3994,F,1,1,,-3,14,,40,75,25,75,15,90,30,0,0,1
52809,2012,3995,F,4,2,8,-2,12,,0,20,0,45,0,70,45,0,0,1
52810,2012,3996,M,6,1,98,3,16,1,70,0,70,70,60,85,15,1,1,0
52811,2012,3997,M,5,2,75,3,14,,85,5,75,0,25,70,10,0,1,0
52812,2012,3998,M,5,2,50,-1,12,0,0,50,5,0,50,80,15,1,0,1
52813,2012,3999,M,5,1,50,-3,12,0,15,50,50,50,50,97,50,1,0,1
52814,2012,4000,M,2,2,50,-3,16,0,0,97,30,95,70,85,60,1,0,1
52815,2012,4001,F,2,2,75,1,14,1,60,30,40,30,0,97,0,1,1,0
52816,2012,4002,M,1,2,50,0,12,,89,2,1,0,22,95,0,0,0,0
52817,2012,4003,F,4,1,8,0,10,,50,0,60,15,0,70,0,0,0,0
52818,2012,4004,M,3,1,8,-2,14,0,66,45,88,66,33,88,0,1,0,1
52819,2012,4005,F,5,2,75,1,14,1,70,15,50,0,40,80,70,1,1,0
52820,2012,4006,M,1,2,50,3,14,1,89,13,97,49,45,55,80,1,1,0
52821,2012,4007,M,4,2,8,-3,16,0,30,60,30,85,30,70,60,1,0,1
52822,2012,4008,F,6,2,50,-2,14,0,50,50,50,50,40,60,60,1,0,1
52823,2012,4009,F,2,2,50,3,14,1,85,0,60,30,30,85,15,1,1,0
52824,2012,4010,M,2,2,75,2,14,,60,15,55,15,35,60,30,0,1,0
52825,2012,4011,F,5,2,75,-3,16,,30,80,40,40,30,80,40,0,0,1
52826,2012,4012,M,5,2,50,3,12,1,85,30,85,15,50,70,40,1,1,0
52827,2012,4013,M,5,1,75,3,16,1,85,40,50,10,15,60,30,1,1,0
52828,2012,4014,F,5,2,75,1,16,1,60,30,70,0,30,70,70,1,1,0
52829,2012,4015,F,4,2,75,3,16,,75,45,50,50,35,50,30,0,1,0
52830,2012,4016,F,2,1,28,3,12,1,50,40,40,70,30,70,30,1,1,0
52831,2012,4017,F,1,2,50,0,14,,85,50,75,75,70,70,40,0,0,0
52832,2012,4018,F,5,1,50,3,16,0,85,30,70,60,60,85,0,1,1,0
52833,2012,4019,M,4,2,98,-2,16,0,0,70,5,80,20,90,2,1,0,1
52834,2012,4020,F,2,2,75,-3,16,0,15,85,50,85,40,97,97,1,0,1
52835,2012,4021,M,5,2,50,2,16,,,,,,,,,0,1,0
52836,2012,4022,F,5,2,28,-3,12,0,40,85,70,70,75,97,85,1,0,1
52837,2012,4023,F,5,1,75,1,16,,,,,,,,,0,1,0
52838,2012,4024,M,5,1,75,-3,16,0,40,95,70,85,40,75,65,1,0,1
52839,2012,4025,M,5,2,8,0,14,,70,20,50,80,60,97,45,0,0,0
52840,2012,4026,F,6,1,75,-1,16,0,35,60,35,50,50,80,50,1,0,1
52841,2012,4027,M,5,2,8,-3,16,0,0,85,30,60,60,97,30,1,0,1
52842,2012,4028,F,5,1,50,-2,12,1,60,50,70,15,50,70,60,1,0,1
52843,2012,4029,M,5,1,75,3,12,1,90,2,70,30,20,60,5,1,1,0
52844,2012,4030,M,5,2,50,-1,12,,,,,,,,,0,0,1
52845,2012,4031,F,4,1,,3,,1,90,0,50,0,50,95,30,1,1,0
52846,2012,4032,F,5,1,98,2,12,1,70,40,40,40,0,70,60,1,1,0
52847,2012,4033,F,5,2,28,0,12,,0,15,15,40,0,85,40,0,0,0
52848,2012,4034,M,5,2,75,-2,14,0,15,70,30,70,60,85,60,1,0,1
52849,2012,4035,F,4,1,28,-1,16,1,33,63,71,77,59,89,17,1,0,1
52850,2012,4036,F,5,2,50,0,14,0,15,70,70,50,15,85,40,1,0,0
52851,2012,4037,F,1,2,28,3,12,1,97,0,70,50,15,97,0,1,1,0
52852,2012,4038,M,5,1,75,3,14,1,70,15,60,70,15,97,30,1,1,0
52853,2012,4039,M,1,2,50,3,16,1,97,15,50,30,75,85,10,1,1,0
52854,2012,4040,F,4,2,75,1,16,1,60,0,65,0,15,70,50,1,1,0
52855,2012,4041,F,5,1,28,-1,12,0,30,50,30,50,50,85,15,1,0,1
52856,2012,4042,M,,2,50,1,14,1,50,50,50,0,50,50,0,1,1,0
52857,2012,4043,M,5,1,50,1,14,,85,0,60,15,15,85,0,0,1,0
52858,2012,4044,F,5,1,50,-2,12,,65,60,33,50,20,50,60,0,0,1
52859,2012,4045,F,5,1,75,-2,16,0,30,85,15,70,50,70,70,1,0,1
52860,2012,4046,M,5,2,98,3,16,0,40,55,60,65,10,90,70,1,1,0
52861,2012,4047,F,6,2,75,-2,16,,40,60,5,60,0,60,75,0,0,1
52862,2012,4048,M,5,1,50,-1,14,,75,40,60,75,75,95,70,0,0,1
52863,2012,4049,M,5,2,75,-3,16,,10,55,10,95,5,97,35,0,0,1
52864,2012,4050,F,,1,,0,12,,,,,,,,50,0,0,0
52865,2012,4051,M,5,1,28,-2,12,0,50,50,50,95,50,75,0,1,0,1
52866,2012,4052,F,2,1,50,-3,,0,50,60,50,60,30,80,50,1,0,1
52867,2012,4053,M,5,2,50,0,14,0,30,60,40,60,0,90,40,1,0,0
52868,2012,4054,F,5,2,75,-3,14,0,15,85,30,70,40,85,60,1,0,1
52869,2012,4055,M,2,1,50,-3,14,0,0,60,0,45,0,70,35,1,0,1
52870,2012,4056,F,2,1,8,-1,,,,,,,,,,0,0,1
52871,2012,4057,M,2,1,50,2,14,1,50,50,30,70,50,85,0,1,1,0
52872,2012,4058,F,2,1,50,1,14,0,50,20,25,30,2,70,0,1,1,0
52873,2012,4059,F,1,2,75,0,12,,85,0,0,30,0,97,30,0,0,0
52874,2012,4060,M,4,1,50,-2,12,0,50,50,40,60,40,97,40,1,0,1
52875,2012,4061,M,5,2,75,-1,16,0,40,50,50,60,50,60,40,1,0,1
52876,2012,4062,M,5,2,50,-2,12,0,50,50,35,70,30,85,30,1,0,1
52877,2012,4063,M,5,1,98,2,16,1,65,60,75,65,45,85,6,1,1,0
52878,2012,4064,M,5,2,75,-2,16,0,60,70,60,85,0,97,85,1,0,1
52879,2012,4065,M,5,1,50,2,12,1,60,40,45,40,40,85,45,1,1,0
52880,2012,4066,F,2,1,50,-3,14,0,40,90,10,70,60,50,50,1,0,1
