,year,caseID,gender,socialClassSelf,interestElections,wealthPrcnt,partyID,yrsEdu,voteHouseParty,approveOfConservatives,approveOfLiberals,approveOfBusiness,approveOfUnions,approveOfCongress,approveOfMiddleClass,approveOfIllegalAliens,votedForCong,isRepublican,isDemocrat
49761,2012,1,F,,2,8,-3,10,,,,,,,,,0,0,1
49762,2012,2,M,4,2,28,-3,10,,30,85,40,84,15,70,5,0,0,1
49763,2012,3,F,2,2,8,-3,14,,70,60,70,85,85,97,50,0,0,1
49764,2012,4,F,,1,8,-3,14,,85,97,97,85,60,97,50,0,0,1
49765,2012,5,M,5,2,50,-1,12,,40,85,60,60,40,97,40,0,0,1
49766,2012,6,M,,2,8,0,10,,20,50,45,45,25,50,50,0,0,0
49767,2012,7,F,1,2,8,-3,12,,70,50,85,70,50,70,,0,0,1
49768,2012,8,F,,2,8,-1,12,,85,70,97,85,85,97,97,0,0,1
49769,2012,9,F,5,2,50,-3,16,,40,50,40,70,50,50,30,0,0,1
49770,2012,10,M,5,2,28,2,16,1,70,50,60,40,50,70,30,1,1,0
49771,2012,11,M,5,2,98,1,16,1,60,50,40,70,15,85,15,1,1,0
49772,2012,12,M,5,2,98,1,16,,60,50,45,45,40,85,15,0,1,0
49773,2012,13,F,5,1,75,-2,14,1,40,85,85,60,70,85,40,1,0,1
49774,2012,14,F,2,2,50,0,14,,50,50,50,50,50,60,40,0,0,0
49775,2012,15,F,6,2,75,3,16,1,70,40,60,0,30,85,0,1,1,0
49776,2012,16,M,2,2,8,2,16,1,50,50,50,15,50,50,50,1,1,0
49777,2012,17,M,5,2,75,2,16,1,97,0,40,0,40,97,40,1,1,0
49778,2012,18,F,0,1,28,-3,12,,50,60,60,85,60,85,70,0,0,1
49779,2012,19,F,1,1,8,2,12,,60,50,50,50,70,50,60,0,1,0
49780,2012,20,F,5,2,28,-1,12,,85,60,97,30,15,70,97,0,0,1
49781,2012,21,M,5,2,28,3,14,1,60,40,40,15,40,60,40,1,1,0
49782,2012,22,F,4,2,8,-1,12,,60,0,60,85,60,70,0,0,0,1
49783,2012,23,M,2,1,50,-2,12,,50,60,60,50,50,60,40,0,0,1
49784,2012,24,F,4,2,8,-3,10,,,,,,,,,0,0,1
49785,2012,25,M,2,1,50,0,10,,60,40,70,60,70,70,70,0,0,0
49786,2012,26,M,3,1,,-2,14,,,,,,,,,0,0,1
49787,2012,27,M,2,2,28,1,14,,85,15,40,60,40,97,50,0,1,0
49788,2012,28,F,5,2,75,3,14,1,97,15,50,30,50,97,85,1,1,0
49789,2012,29,M,1,1,50,0,12,,50,50,40,70,50,85,30,0,0,0
49790,2012,30,M,,2,8,-1,14,0,30,40,50,70,30,60,40,1,0,1
49791,2012,31,F,5,2,75,-1,16,0,60,60,85,40,15,97,85,1,0,1
49792,2012,32,F,5,2,50,-1,14,,70,60,60,70,60,70,,0,0,1
49793,2012,33,F,5,1,28,-1,14,0,50,50,30,70,60,85,50,1,0,1
49794,2012,34,F,1,1,50,-1,12,,40,40,50,60,40,50,60,0,0,1
49795,2012,35,M,2,1,50,-2,12,,85,97,97,97,97,97,70,0,0,1
49796,2012,36,F,2,1,8,0,14,0,30,40,0,40,0,50,30,1,0,0
49797,2012,37,F,1,1,50,-1,14,,50,50,50,50,50,50,50,0,0,1
49798,2012,38,F,,2,8,-1,12,,30,70,50,50,50,85,50,0,0,1
49799,2012,39,F,1,1,50,-2,14,0,30,40,30,30,30,70,40,1,0,1
49800,2012,40,F,1,2,8,0,14,,,50,50,70,50,70,70,0,0,0
49801,2012,41,F,5,2,75,3,16,1,85,30,85,30,70,85,50,1,1,0
49802,2012,42,F,5,2,,-3,16,0,50,90,10,50,50,90,50,1,0,1
49803,2012,43,F,3,2,75,-2,16,,50,50,40,50,60,80,15,0,0,1
49804,2012,44,F,5,2,28,1,16,1,85,15,60,15,30,85,40,1,1,0
49805,2012,45,F,,2,75,2,12,1,50,15,50,0,40,60,30,1,1,0
49806,2012,46,F,2,2,50,2,16,1,85,30,70,30,60,85,40,1,1,0
49807,2012,47,F,5,1,75,3,16,1,85,85,30,0,30,85,85,1,1,0
49808,2012,48,M,4,2,75,1,16,0,70,30,85,0,0,97,0,1,1,0
49809,2012,49,F,2,1,50,2,14,,30,30,40,50,60,50,15,0,1,0
49810,2012,50,F,4,2,50,3,14,,85,30,70,30,70,85,85,0,1,0
49811,2012,51,M,2,1,50,-2,14,0,70,40,50,60,60,70,50,1,0,1
49812,2012,52,M,2,2,,2,14,,70,15,15,50,50,,30,0,1,0
49813,2012,53,F,5,1,75,1,14,,25,90,0,,0,97,60,0,1,0
49814,2012,54,F,1,2,50,0,14,1,50,50,70,70,70,97,15,1,0,0
49815,2012,55,M,2,2,,0,12,,50,50,40,30,0,97,50,0,0,0
49816,2012,56,M,1,1,50,-3,12,,50,70,60,70,50,50,97,0,0,1
49817,2012,57,F,2,2,50,3,12,,70,70,85,40,50,85,70,0,1,0
49818,2012,58,F,1,1,50,-2,14,,15,50,97,30,70,70,85,0,0,1
49819,2012,59,M,5,1,50,-2,16,0,40,60,60,60,40,70,70,1,0,1
49820,2012,60,M,6,2,50,-3,16,0,15,85,30,60,40,85,50,1,0,1
49821,2012,61,M,2,2,75,3,12,1,85,15,30,0,40,85,0,1,1,0
49822,2012,62,M,2,2,50,-3,12,0,0,97,97,97,0,97,50,1,0,1
49823,2012,63,F,,2,50,-3,10,0,0,97,0,85,70,97,15,1,0,1
49824,2012,64,F,5,1,50,3,16,1,85,30,60,85,60,90,15,1,1,0
49825,2012,65,M,,2,50,1,14,,50,50,50,50,40,50,30,0,1,0
49826,2012,66,F,2,1,28,0,12,,50,50,30,50,30,85,50,0,0,0
49827,2012,67,F,5,2,,-3,,0,30,85,30,60,30,85,60,1,0,1
49828,2012,68,F,2,1,50,-3,14,,40,70,85,85,85,97,97,0,0,1
49829,2012,69,M,,1,28,-2,12,,,50,75,,50,75,70,0,0,1
49830,2012,70,F,2,1,50,-2,14,,80,90,70,60,80,80,60,0,0,1
49831,2012,71,M,4,2,28,-1,14,0,40,70,50,60,60,60,50,1,0,1
49832,2012,72,M,,1,28,-3,12,0,50,60,50,60,50,70,85,1,0,1
49833,2012,73,M,,2,,0,14,,40,40,85,15,30,97,50,0,0,0
49834,2012,74,F,5,2,50,-3,12,,,,50,,,97,97,0,0,1
49835,2012,75,F,5,1,75,2,14,1,70,30,30,0,30,50,15,1,1,0
49836,2012,76,F,2,1,75,-2,16,0,60,60,70,60,50,97,40,1,0,1
49837,2012,77,F,5,2,75,1,14,,60,40,60,70,60,97,60,0,1,0
49838,2012,78,F,2,1,50,0,12,,70,,60,70,50,60,50,0,0,0
49839,2012,79,M,5,2,75,3,12,0,50,,60,50,50,50,50,1,1,0
49840,2012,80,M,,2,75,-2,12,,40,60,70,60,60,70,40,0,0,1
49841,2012,81,M,5,2,75,-3,16,0,40,85,50,70,30,50,50,1,0,1
49842,2012,82,M,5,2,50,0,12,,,,,,,,,0,0,0
49843,2012,83,M,5,2,50,-3,16,0,40,70,40,60,40,85,85,1,0,1
49844,2012,84,M,,2,75,0,12,,85,50,85,85,50,30,50,0,0,0
49845,2012,85,F,6,2,,3,16,0,85,50,60,25,60,85,50,1,1,0
49846,2012,86,M,,1,,-2,16,0,30,50,0,60,15,85,0,1,0,1
49847,2012,87,F,1,1,8,-2,12,,50,60,70,50,70,70,70,0,0,1
49848,2012,88,F,5,1,50,1,14,,60,70,40,70,40,85,15,0,1,0
49849,2012,89,M,1,2,28,2,14,,70,40,60,30,15,70,30,0,1,0
49850,2012,90,M,2,1,28,1,12,1,50,50,15,15,15,70,0,1,1,0
49851,2012,91,M,5,2,75,3,12,1,97,15,60,0,15,50,0,1,1,0
49852,2012,92,F,5,1,50,3,14,1,85,40,70,15,40,85,30,1,1,0
49853,2012,93,F,2,1,50,-1,12,,,,,,,,,0,0,1
49854,2012,94,M,,1,50,-2,12,,50,15,30,70,40,50,15,0,0,1
49855,2012,95,M,4,1,75,1,14,,50,50,15,40,40,70,40,0,1,0
49856,2012,96,F,,2,75,-3,14,,15,30,50,50,50,50,85,0,0,1
49857,2012,97,F,1,1,28,2,12,1,60,40,40,15,30,97,60,1,1,0
49858,2012,98,F,2,2,75,3,16,1,50,50,30,60,40,70,15,1,1,0
49859,2012,99,M,2,2,28,-1,14,,,,15,0,0,85,30,0,0,1
49860,2012,100,F,2,2,50,0,12,1,60,70,40,40,40,85,60,1,0,0
49861,2012,101,M,1,1,50,2,12,1,70,50,60,0,40,50,30,1,1,0
49862,2012,102,F,5,2,50,3,16,1,85,15,50,50,50,85,40,1,1,0
49863,2012,103,F,2,2,50,3,14,1,60,50,70,50,50,85,0,1,1,0
49864,2012,104,M,2,1,8,2,12,1,50,50,35,65,50,60,30,1,1,0
49865,2012,105,M,5,2,50,3,12,1,97,0,30,60,60,97,0,1,1,0
49866,2012,106,M,6,2,28,-1,14,0,70,97,60,40,15,85,15,1,0,1
49867,2012,107,F,4,2,50,-3,14,0,50,60,70,70,70,85,60,1,0,1
49868,2012,108,M,2,2,50,-2,16,0,60,85,70,85,60,85,60,1,0,1
49869,2012,109,F,2,2,28,-3,14,,,,,,,,,0,0,1
49870,2012,110,F,5,2,8,-3,12,0,85,60,50,50,60,60,70,1,0,1
49871,2012,111,F,5,1,50,-3,14,0,70,60,60,85,0,97,60,1,0,1
49872,2012,112,F,4,1,8,-3,12,0,50,50,50,50,50,97,50,1,0,1
49873,2012,113,F,2,1,50,-3,16,0,40,70,70,85,70,85,70,1,0,1
49874,2012,114,M,5,2,28,1,16,1,85,40,60,40,70,85,85,1,1,0
49875,2012,115,F,1,2,75,-2,16,0,60,70,60,60,60,85,40,1,0,1
49876,2012,116,F,4,2,8,-3,10,,,,,,,,,0,0,1
49877,2012,117,F,5,2,8,-2,12,0,70,50,50,70,60,85,50,1,0,1
49878,2012,118,M,2,2,50,-3,12,,70,60,85,30,40,97,0,0,0,1
49879,2012,119,M,1,1,28,-2,,,50,40,50,70,60,85,85,0,0,1
49880,2012,120,F,5,2,28,1,16,1,70,30,50,30,15,97,30,1,1,0
49881,2012,121,M,5,2,50,-3,14,1,60,50,50,70,0,97,0,1,0,1
49882,2012,122,M,2,2,50,-1,16,,60,40,40,50,60,60,0,0,0,1
49883,2012,123,M,5,1,8,-3,10,,,,,,,,,0,0,1
49884,2012,124,M,2,2,50,-2,12,1,70,50,85,85,70,97,50,1,0,1
49885,2012,125,M,2,2,28,3,12,1,85,15,60,15,40,97,,1,1,0
49886,2012,126,M,3,2,50,-2,16,,,,,,,,,0,0,1
49887,2012,127,F,2,2,8,-1,14,,60,50,40,40,50,70,30,0,0,1
49888,2012,128,F,2,1,50,-3,12,0,50,70,60,60,60,60,50,1,0,1
49889,2012,129,M,,1,50,0,12,,50,50,85,,70,85,50,0,0,0
49890,2012,130,F,5,1,50,1,14,1,0,85,70,50,30,60,40,1,1,0
49891,2012,131,M,5,2,75,-3,16,0,40,85,50,70,60,85,60,1,0,1
49892,2012,132,F,,2,50,-1,14,0,30,70,50,50,30,70,40,1,0,1
49893,2012,133,F,2,2,50,-3,16,0,60,40,60,60,70,85,50,1,0,1
49894,2012,134,F,,2,50,0,14,,70,85,30,60,60,97,60,0,0,0
49895,2012,135,F,1,1,,-1,16,0,40,60,50,60,40,50,30,1,0,1
49896,2012,136,F,,1,50,0,14,1,50,50,60,70,50,70,0,1,0,0
49897,2012,137,F,5,2,28,1,12,1,85,5,70,0,10,50,40,1,1,0
49898,2012,138,F,1,1,28,-3,12,0,,,50,,50,85,0,1,0,1
49899,2012,139,F,2,2,50,-1,14,0,70,85,60,85,60,97,70,1,0,1
49900,2012,140,M,5,2,75,1,14,1,60,40,60,0,40,85,30,1,1,0
49901,2012,141,M,2,1,75,1,12,1,40,50,60,40,30,97,0,1,1,0
49902,2012,142,M,5,1,75,-3,16,0,40,50,40,60,40,70,40,1,0,1
49903,2012,143,M,2,1,50,1,12,,70,30,70,15,15,85,30,0,1,0
49904,2012,144,F,1,1,50,2,16,0,40,40,40,30,15,70,50,1,1,0
49905,2012,145,M,5,1,50,2,14,1,60,70,85,60,60,97,0,1,1,0
49906,2012,146,F,5,2,50,-3,16,0,70,70,85,70,50,85,75,1,0,1
49907,2012,147,M,,1,75,2,14,1,85,60,60,60,40,97,60,1,1,0
49908,2012,148,F,,2,28,-3,14,0,50,85,40,90,90,90,50,1,0,1
49909,2012,149,F,4,1,50,-2,14,,55,40,50,80,60,85,10,0,0,1
49910,2012,150,F,1,2,28,-3,16,,40,40,30,70,70,97,60,0,0,1
49911,2012,151,M,2,2,50,-2,10,,30,30,30,60,30,97,97,0,0,1
49912,2012,152,F,2,1,50,3,14,1,50,50,50,50,50,60,15,1,1,0
49913,2012,153,F,5,1,50,3,16,1,85,40,40,50,60,85,40,1,1,0
49914,2012,154,F,5,2,8,0,10,,40,50,70,50,50,70,15,0,0,0
49915,2012,155,M,,1,8,0,12,0,20,20,50,40,30,70,30,1,0,0
49916,2012,156,F,2,1,8,-2,12,,60,40,40,50,50,70,50,0,0,1
49917,2012,157,F,5,2,28,-3,14,0,85,30,40,40,40,70,40,1,0,1
49918,2012,158,F,2,1,,0,12,,,,,,,,,0,0,0
49919,2012,159,M,2,2,50,-2,14,0,50,50,30,85,40,85,40,1,0,1
49920,2012,160,F,1,1,50,-1,12,,85,50,40,50,40,97,30,0,0,1
49921,2012,161,F,2,2,75,0,12,,50,50,50,70,50,60,30,0,0,0
49922,2012,162,F,5,2,,-2,12,,50,70,40,50,50,97,40,0,0,1
49923,2012,163,M,,2,,,16,,60,97,50,50,15,97,50,0,0,0
49924,2012,164,F,5,2,8,-2,10,,70,70,50,70,50,97,97,0,0,1
49925,2012,165,M,2,2,75,-1,14,,60,0,50,97,40,97,0,0,0,1
49926,2012,166,F,5,1,50,1,16,1,97,15,30,0,30,85,70,1,1,0
49927,2012,167,F,5,2,8,0,12,,50,60,40,60,60,70,85,0,0,0
49928,2012,168,M,5,2,75,2,16,,40,60,85,30,40,60,40,0,1,0
49929,2012,169,M,2,2,75,-3,12,,10,85,51,85,30,85,40,0,0,1
49930,2012,170,M,1,2,50,-1,12,,50,30,40,60,60,60,30,0,0,1
49931,2012,171,M,5,1,50,3,16,1,70,0,85,0,30,97,0,1,1,0
49932,2012,172,M,,2,98,1,16,1,60,50,60,15,30,60,15,1,1,0
49933,2012,173,F,5,2,50,3,16,,85,50,70,40,70,60,15,0,1,0
49934,2012,174,M,5,2,98,2,16,1,70,30,60,15,30,85,30,1,1,0
49935,2012,175,F,5,1,98,2,14,1,60,60,30,40,40,70,40,1,1,0
49936,2012,176,M,6,2,75,1,14,,50,50,50,40,40,50,50,0,1,0
49937,2012,177,M,5,2,75,-3,14,0,50,50,40,60,15,50,70,1,0,1
49938,2012,178,F,4,1,50,-1,12,,50,70,40,30,40,70,15,0,0,1
49939,2012,179,F,5,2,75,1,16,1,70,60,60,50,50,5,40,1,1,0
49940,2012,180,M,5,1,50,-1,16,,40,60,50,40,60,85,15,0,0,1
49941,2012,181,M,5,2,75,3,16,1,60,60,85,70,70,85,40,1,1,0
49942,2012,182,M,2,2,50,2,12,,50,50,60,50,50,60,15,0,1,0
49943,2012,183,F,2,2,75,-1,12,,,,,,,,,0,0,1
49944,2012,184,F,5,1,75,1,14,1,70,30,70,60,30,50,15,1,1,0
49945,2012,185,M,4,1,75,0,12,1,60,40,60,60,40,97,30,1,0,0
49946,2012,186,M,5,2,8,-2,16,0,60,60,0,60,40,70,30,1,0,1
49947,2012,187,M,3,1,50,-2,12,0,50,30,50,97,70,97,0,1,0,1
49948,2012,188,M,5,2,75,2,16,1,85,40,85,70,30,85,0,1,1,0
49949,2012,189,F,5,1,98,1,12,,70,60,85,40,50,97,50,0,1,0
49950,2012,190,F,3,2,28,-3,12,0,30,70,40,70,40,50,85,1,0,1
49951,2012,191,F,5,1,75,1,14,1,60,60,40,40,60,70,0,1,1,0
49952,2012,192,F,2,2,50,-2,16,0,50,50,30,70,50,97,15,1,0,1
49953,2012,193,M,1,2,50,,14,1,50,50,50,30,60,97,4,1,0,0
49954,2012,194,M,2,1,28,1,12,,60,50,0,0,0,70,50,0,1,0
49955,2012,195,M,2,2,75,-3,14,,60,50,50,70,70,85,40,0,0,1
49956,2012,196,F,,2,8,-2,12,0,15,50,85,85,30,60,70,1,0,1
49957,2012,197,M,2,2,8,-3,14,0,70,65,50,90,70,75,40,1,0,1
49958,2012,198,F,2,2,50,-1,14,,50,50,40,50,30,50,30,0,0,1
49959,2012,199,M,4,1,50,-1,16,0,45,55,55,60,50,60,45,1,0,1
49960,2012,200,F,2,1,8,2,16,1,70,50,85,90,97,97,40,1,1,0
49961,2012,201,F,6,2,50,2,16,,,,,,,,,0,1,0
49962,2012,202,F,2,2,8,3,14,,70,60,60,60,97,60,50,0,1,0
49963,2012,203,F,4,2,8,0,12,,70,50,85,85,70,70,0,0,0,0
49964,2012,204,F,2,1,8,1,14,,60,50,50,50,50,50,50,0,1,0
49965,2012,205,M,2,1,8,1,12,,85,97,50,50,70,85,30,0,1,0
49966,2012,206,F,4,1,8,-1,14,,30,97,15,60,50,85,50,0,0,1
49967,2012,207,M,4,2,8,0,16,1,15,15,85,0,0,50,97,1,0,0
49968,2012,208,M,5,1,8,-1,14,,40,70,40,50,40,70,40,0,0,1
49969,2012,209,M,5,1,28,2,16,,60,40,50,60,30,50,40,0,1,0
49970,2012,210,M,5,2,28,-3,16,,30,97,50,70,30,70,85,0,0,1
49971,2012,211,F,5,2,50,1,16,,70,40,40,30,15,85,15,0,1,0
49972,2012,212,M,2,1,28,-1,16,,60,70,50,60,50,70,70,0,0,1
49973,2012,213,M,3,2,75,0,16,1,60,60,70,65,70,50,70,1,0,0
49974,2012,214,F,,2,50,0,12,,60,50,30,85,50,70,50,0,0,0
49975,2012,215,M,5,2,8,-3,12,0,75,15,50,97,15,97,0,1,0,1
49976,2012,216,F,5,1,8,1,12,,,,,,,,,0,1,0
49977,2012,217,F,5,1,50,-2,14,0,50,50,50,30,40,97,40,1,0,1
49978,2012,218,M,5,2,75,2,16,0,50,60,40,40,40,70,30,1,1,0
49979,2012,219,M,5,2,75,3,16,1,85,30,60,40,15,85,30,1,1,0
49980,2012,220,F,2,2,50,-2,14,,40,60,30,60,40,85,40,0,0,1
49981,2012,221,F,1,1,28,-1,12,0,50,50,30,50,50,50,50,1,0,1
49982,2012,222,M,5,2,8,-3,14,0,50,50,15,85,15,70,15,1,0,1
49983,2012,223,F,5,1,75,0,12,,70,50,65,50,70,70,15,0,0,0
49984,2012,224,F,5,1,75,2,16,1,70,30,50,40,15,97,15,1,1,0
49985,2012,225,F,5,1,,3,12,,,,,,,,,0,1,0
49986,2012,226,F,5,1,75,0,14,,60,50,85,60,50,97,15,0,0,0
49987,2012,227,M,2,1,75,-1,14,0,30,60,30,60,30,70,40,1,0,1
49988,2012,228,F,5,2,8,3,12,,70,50,30,30,40,70,50,0,1,0
49989,2012,229,F,2,1,8,1,12,,,,,,,,,0,1,0
49990,2012,230,F,5,2,75,-3,16,0,55,70,60,70,40,75,50,1,0,1
49991,2012,231,M,5,2,75,1,16,1,70,40,70,30,40,97,30,1,1,0
49992,2012,232,M,6,2,75,-1,14,0,40,70,40,60,50,85,60,1,0,1
49993,2012,233,F,5,2,75,1,12,1,60,50,40,40,30,50,0,1,1,0
49994,2012,234,M,5,1,50,1,16,,70,15,60,30,40,85,40,0,1,0
49995,2012,235,F,6,2,98,-3,16,0,50,60,60,70,60,85,50,1,0,1
49996,2012,236,M,3,2,50,-1,12,,30,60,15,0,0,50,0,0,0,1
49997,2012,237,M,2,2,28,-3,12,0,50,60,40,60,60,70,50,1,0,1
49998,2012,238,M,,1,8,-1,12,0,30,60,50,50,40,70,30,1,0,1
49999,2012,239,M,5,2,75,1,16,1,97,60,97,0,15,50,0,1,1,0
50000,2012,240,M,5,1,75,0,16,1,85,0,60,15,60,70,15,1,0,0
50001,2012,241,F,2,1,50,0,12,0,60,30,50,70,85,97,15,1,0,0
50002,2012,242,M,1,2,50,1,16,1,70,40,50,30,30,85,30,1,1,0
50003,2012,243,M,1,1,75,-1,16,0,70,70,50,60,60,70,50,1,0,1
50004,2012,244,M,2,1,8,-1,14,,,,,,,,,0,0,1
50005,2012,245,F,2,1,50,-1,14,,50,50,60,70,70,85,0,0,0,1
50006,2012,246,M,2,2,50,-3,12,0,15,70,50,70,30,85,0,1,0,1
50007,2012,247,M,2,2,50,-1,12,0,50,70,15,70,50,85,,1,0,1
50008,2012,248,F,5,1,75,-1,14,,30,60,60,70,50,85,30,0,0,1
50009,2012,249,M,,2,50,-1,14,1,50,50,30,85,60,85,0,1,0,1
50010,2012,250,F,5,1,50,-3,14,,30,85,60,85,50,85,60,0,0,1
50011,2012,251,F,4,2,8,0,12,,60,50,60,97,70,97,50,0,0,0
50012,2012,252,F,5,2,8,-3,12,0,,,40,40,70,70,70,1,0,1
50013,2012,253,F,1,2,50,0,16,,50,50,60,60,60,97,30,0,0,0
50014,2012,254,F,,1,8,-1,12,,0,0,0,0,40,60,0,0,0,1
50015,2012,255,M,2,1,50,-2,14,1,30,85,0,70,85,85,15,1,0,1
50016,2012,256,F,2,2,50,2,14,1,50,50,60,15,30,70,0,1,1,0
50017,2012,257,F,5,1,50,3,16,1,70,40,60,50,30,60,20,1,1,0
50018,2012,258,F,2,1,8,-2,14,0,50,40,50,15,60,50,30,1,0,1
50019,2012,259,F,5,1,28,1,12,,,,,,,,,0,1,0
50020,2012,260,M,5,2,75,-1,16,0,50,60,60,60,30,60,60,1,0,1
50021,2012,261,M,5,2,50,-3,16,0,0,85,40,70,15,85,70,1,0,1
50022,2012,262,F,5,1,75,-3,16,,60,85,40,70,15,85,40,0,0,1
50023,2012,263,F,5,2,75,1,16,,90,45,50,70,40,50,40,0,1,0
50024,2012,264,F,,2,8,1,16,0,50,,85,50,85,85,0,1,1,0
50025,2012,265,F,2,2,8,-2,14,,15,85,70,85,50,60,6,0,0,1
50026,2012,266,F,5,2,50,-2,14,,50,85,70,40,50,85,30,0,0,1
50027,2012,267,F,5,1,50,0,16,,40,60,30,60,50,70,39,0,0,0
50028,2012,268,M,2,1,50,2,12,,50,15,70,15,70,70,70,0,1,0
50029,2012,269,M,2,2,50,-2,12,0,30,30,30,30,60,50,30,1,0,1
50030,2012,270,M,2,1,28,-3,14,0,30,90,20,70,40,97,50,1,0,1
50031,2012,271,F,2,1,50,2,12,1,60,60,50,70,50,85,40,1,1,0
50032,2012,272,F,2,2,28,1,12,1,50,70,15,70,15,70,30,1,1,0
50033,2012,273,M,1,2,28,-3,16,0,40,85,30,70,30,85,50,1,0,1
50034,2012,274,M,1,1,50,-2,14,0,50,60,70,60,0,70,85,1,0,1
50035,2012,275,M,5,2,75,-3,16,0,30,85,40,85,30,97,30,1,0,1
50036,2012,276,M,2,2,,-1,14,0,50,15,15,80,0,85,15,1,0,1
50037,2012,277,M,1,2,50,-1,14,,50,50,50,50,70,50,15,0,0,1
50038,2012,278,F,2,1,50,2,16,1,85,60,50,50,60,97,15,1,1,0
50039,2012,279,F,5,1,75,-3,14,0,85,70,60,97,60,85,30,1,0,1
50040,2012,280,M,5,2,75,3,16,1,70,40,50,0,50,60,30,1,1,0
50041,2012,281,M,5,2,28,-2,12,,,,,,,,,0,0,1
50042,2012,282,F,2,2,50,2,12,1,50,50,50,85,50,97,0,1,1,0
50043,2012,283,M,5,2,75,2,14,1,50,60,40,60,40,85,40,1,1,0
50044,2012,284,F,3,2,50,3,12,,60,60,85,70,60,85,15,0,1,0
50045,2012,285,M,5,2,50,-1,12,,,,,,,,,0,0,1
50046,2012,286,F,2,1,50,-3,12,1,60,60,40,60,70,60,30,1,0,1
50047,2012,287,F,1,1,8,-1,14,,,,,,,,,0,0,1
50048,2012,288,F,5,1,75,2,14,1,60,50,40,50,50,85,40,1,1,0
50049,2012,289,M,5,2,50,3,16,1,60,30,30,15,15,97,15,1,1,0
50050,2012,290,M,5,2,50,0,12,1,50,50,40,15,30,50,50,1,0,0
50051,2012,291,F,5,2,75,3,14,1,70,15,40,15,15,97,30,1,1,0
50052,2012,292,M,,2,50,0,12,,50,50,50,40,30,50,0,0,0,0
50053,2012,293,F,2,2,8,,12,,50,50,50,70,50,85,0,0,0,0
50054,2012,294,M,5,2,28,1,14,1,40,40,50,40,30,85,40,1,1,0
50055,2012,295,F,5,1,75,-3,12,1,70,97,40,60,60,97,60,1,0,1
50056,2012,296,M,5,1,50,-1,14,1,50,50,40,50,40,60,70,1,0,1
50057,2012,297,F,3,2,50,-2,12,0,50,60,85,60,60,70,50,1,0,1
50058,2012,298,M,4,1,50,-3,16,0,50,50,70,50,40,85,15,1,0,1
50059,2012,299,M,4,2,8,-1,12,0,50,60,40,40,60,60,0,1,0,1
50060,2012,300,F,1,1,50,1,14,1,60,60,60,40,60,97,60,1,1,0
50061,2012,301,F,,2,28,-2,14,,,70,70,50,70,85,70,0,0,1
50062,2012,302,F,,2,8,-2,12,,60,15,60,,60,60,15,0,0,1
50063,2012,303,F,2,2,28,3,14,1,85,40,85,40,80,60,30,1,1,0
50064,2012,304,M,1,2,28,1,14,1,50,50,15,50,60,85,0,1,1,0
50065,2012,305,F,2,1,50,-3,12,0,97,,40,70,60,97,75,1,0,1
50066,2012,306,F,6,1,8,-1,12,,,,,,,,,0,0,1
50067,2012,307,M,1,2,50,1,12,,50,0,0,50,0,70,85,0,1,0
50068,2012,308,M,3,2,50,-3,14,0,60,40,60,97,85,97,60,1,0,1
50069,2012,309,F,3,2,28,-2,16,,50,70,0,97,50,70,50,0,0,1
50070,2012,310,M,2,1,75,-3,12,0,85,60,85,85,85,97,85,1,0,1
50071,2012,311,M,5,1,50,-3,12,,60,85,85,85,30,85,15,0,0,1
50072,2012,312,F,2,2,50,0,14,,50,15,70,50,50,50,97,0,0,0
50073,2012,313,F,5,2,8,-3,16,0,50,50,50,97,85,97,85,1,0,1
50074,2012,314,F,5,1,8,-3,14,,0,0,50,50,50,50,90,0,0,1
50075,2012,315,F,2,1,28,-1,16,1,70,60,0,40,0,97,40,1,0,1
50076,2012,316,F,5,2,,,16,,40,50,40,40,50,50,40,0,0,0
50077,2012,317,M,5,1,50,-3,16,,,,,,,,,0,0,1
50078,2012,318,F,5,1,28,-2,12,1,5,4,2,5,4,4,70,1,0,1
50079,2012,319,F,,2,8,2,14,,60,50,70,40,60,70,30,0,1,0
50080,2012,320,F,2,2,75,2,14,0,60,60,40,60,70,70,30,1,1,0
50081,2012,321,M,,2,8,2,14,,50,50,70,50,50,50,50,0,1,0
50082,2012,322,M,5,2,50,0,12,,60,,40,50,50,97,30,0,0,0
50083,2012,323,M,2,1,8,-3,12,0,70,70,85,70,70,85,70,1,0,1
50084,2012,324,M,5,2,50,-2,12,,40,60,60,40,30,70,40,0,0,1
50085,2012,325,M,2,2,50,1,14,,50,50,60,50,60,70,50,0,1,0
50086,2012,326,M,,2,8,0,12,,60,40,40,40,40,60,0,0,0,0
50087,2012,327,F,,1,8,0,12,,50,50,15,,0,97,40,0,0,0
50088,2012,328,M,5,2,28,-1,16,0,70,85,85,40,60,97,0,1,0,1
50089,2012,329,F,4,1,50,3,14,1,60,30,50,40,50,85,50,1,1,0
50090,2012,330,F,2,2,8,-2,16,,50,50,30,50,40,50,30,0,0,1
50091,2012,331,M,4,1,28,-1,12,0,50,50,40,50,60,50,30,1,0,1
50092,2012,332,M,5,2,75,-3,16,0,40,60,30,60,40,60,50,1,0,1
50093,2012,333,M,5,1,75,-1,16,0,50,70,30,50,15,85,40,1,0,1
50094,2012,334,F,3,2,8,-2,16,,40,70,40,70,40,85,30,0,0,1
50095,2012,335,F,2,2,75,-1,16,0,60,60,60,60,30,70,15,1,0,1
